<<<<<<< HEAD
﻿플랫폼,플랫폼색상,분류,검색키워드,상품명,최저가,판매처,판매처링크,이미지URL,브랜드,리뷰정보,출처,is_new,수집일시,카테고리2,카테고리1,카테고리3,제조사,상품ID,최고가
Pinterest,E60023,toddler fashion,toddler fashion,"아기 헤어스타일, 남자 아동 패션, 아기 스타일, 여자 아기 옷, 어린이 사진, 유아 패션, 어린이 패션, 어린이 스타일, 키즈 패션",0,Pinterest,https://kr.pinterest.com/pin/164029611422096155/,https://i.pinimg.com/originals/9e/2e/ff/9e2effec04df45fd30e43099c4f641cd.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"스팀펑크 패션, 패션 컬러 조합, 의상 조합, 그런지 패션, 여자 사진 포즈, 스포티 스타일, 캐주얼 의상, 세련된 의상, 여성복",0,Pinterest,https://kr.pinterest.com/pin/1548181186527136/,https://i.pinimg.com/originals/de/4d/c3/de4dc3097820c173452755ad43fe4f69.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"청순룩, 의상 코디, 로고, 의상, 의류, 패션, 여자 패션, Moda, 귀여운 의류",0,Pinterest,https://kr.pinterest.com/pin/4503668373818085/,https://i.pinimg.com/originals/d3/7a/40/d37a402415e25b1ed3743e47423e15cf.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"유럽 패션, 뉴욕 패션, 데님 자켓, 가을 코디, 옷차림, 배경화면 사진, 일상 의상, 스트리트 스타일, 겨울 패션",0,Pinterest,https://kr.pinterest.com/pin/13370130139592070/,https://i.pinimg.com/originals/d5/a2/d8/d5a2d8a56de748a3cba344d705176c41.png,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"여성 여름 패션, 스타일 영감, 패션 디자인 스케치, 미니멀리스트 스타일, 드레스 패션, 여름룩, 영감받은 스타일, 일상 패션, 멋진 의상",0,Pinterest,https://kr.pinterest.com/pin/653725702205812790/,https://i.pinimg.com/originals/86/05/55/860555cf9008a3fc28e920e5b2e4f63c.png,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"하라주쿠 패션, 빈티지 패션 스타일, 여성 겨울 패션, 겨울 패션 의상, 겨울 스타일, 가을 코디, 캐주얼 의상, 세련된 의상, 일상 의상",0,Pinterest,https://kr.pinterest.com/pin/12736811442733275/,https://i.pinimg.com/originals/19/f5/75/19f5755d2cc69d5fce982d30cd944913.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"귀여운 옷, 패션 드로잉, 드레스 디자인, 옷차림, 멋진 의상, 의상 아이디어, 한국 패션, 한국 스타일, 여성복",0,Pinterest,https://kr.pinterest.com/pin/67131850691030984/,https://i.pinimg.com/originals/6e/86/b1/6e86b186eb0fd59c7f9132b685ce2c99.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"Blue button-up, tie, sleeveless sweater, mini skirt, socks, Prada loafers, Balen",0,Pinterest,https://kr.pinterest.com/pin/351912466959153/,https://i.pinimg.com/originals/22/06/60/2206606e0b48217c537f6ac1e7c23615.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"하이웨스트, 흑청바지 코디, 블랙 코디, 느좋녀 코디, 한국 의상, 캐주얼 의상, 일상 의상, 여자 패션, 일상",0,Pinterest,https://kr.pinterest.com/pin/6051780746043787/,https://i.pinimg.com/originals/34/54/76/3454766b49f39d4e6c4a112ade733ca8.png,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,Discover 20+ Autumn Outfits You Need to Try This Year! Embrace alledaagse outfit,0,Pinterest,https://kr.pinterest.com/pin/95560823341409020/,https://i.pinimg.com/originals/41/ab/6c/41ab6c16b905972a49b639239b8024e2.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"개강 패션, 블루 셔츠, 캐주얼 여름 패션, 프렌치 시크 패션, 편안한 의상, 스타일 아이디어, 일상 패션, 여름 스타일, 캐주얼 의상",0,Pinterest,https://kr.pinterest.com/pin/14918242511539688/,https://i.pinimg.com/originals/71/fe/73/71fe734fd43d81f46262ec5642183455.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"Cute Summer Outfit #summer #outfits #ideas 여름 거리 스타일, 시크한 스타일, 프렌치 시크 패션, 90년대 패",0,Pinterest,https://kr.pinterest.com/pin/1759287349140111/,https://i.pinimg.com/originals/4d/1d/dd/4d1ddd234d22823e8d9262fbe0dbb64b.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
>>>>>>> 74d58f9f2dcb4eccd4d610ab523a11652b89b59c
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"aesthetic
aesthetic girl
aesthetic inspo
crema de coco
soft
fotos lindas
<<<<<<< HEAD
chicas ",0,Pinterest,https://kr.pinterest.com/pin/24980972929026667/,https://i.pinimg.com/originals/fb/80/ae/fb80ae6b19b3fa2244da640457bd14f4.jpg,,girls fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"27 Fashion Trends 2025 for Everyday Summer Outfits 일상 의상, 운동복, 여자 패션, 일상, 의상 코디,",0,Pinterest,https://kr.pinterest.com/pin/3448137210714113/,https://i.pinimg.com/originals/61/4f/ab/614fabfd86358a0eceb3667854b41a56.png,,girls fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"우아한 복장, 고딕 양식 드레스, 한국 드레스, 여성 겨울 패션, 청소년 패션, 한국 패션 스타일, 귀여운 옷, 여성 스타일, 멋진 의상",0,Pinterest,https://kr.pinterest.com/pin/28077197671044213/,https://i.pinimg.com/originals/04/e1/14/04e1147d721a7cac8df3f2cfcf3d2dd6.jpg,,girls fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"남자 힙합 패션, 남자 크로키, 남자 코디, 스트릿패션, 스포티 패션, 힙합 패션, 2000년대 패션, 카고 바지, 패션 디자인 스케치",0,Pinterest,https://kr.pinterest.com/pin/1548181186526101/,https://i.pinimg.com/originals/0e/c1/42/0ec14292a8b5d48849c443b44af822e3.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"남자 여름 스타일, 남자 스타일 가이드, 남자 스트릿 스타일, 프레피 패션, 남성 여름 패션, 남자 거리 패션, 여름 스타일, 남성 스타일, 남",0,Pinterest,https://kr.pinterest.com/pin/4011087180991257/,https://i.pinimg.com/originals/f4/09/37/f40937a4f11b4f7a61bf2ddcce959c63.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"밴드 옷, 여성 의상 코디, 펑키 패션, 남성 의상, 역사적 의상, 의상 조합, 애니메이션 의상, 패션 그리기, 남성 스타일",0,Pinterest,https://kr.pinterest.com/pin/20336635813186636/,https://i.pinimg.com/originals/61/e9/e7/61e9e78c7e0c72da0503839f03cf7929.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"그래피티 캐릭터, 옷 사진, 패션 스케치, 옷차림, 캐릭터 복장, 간지, 헬로키티, 남성복, 내 스타일",0,Pinterest,https://kr.pinterest.com/pin/22658804370448863/,https://i.pinimg.com/originals/85/eb/22/85eb2248db7e51f70610e2b2b1b0c0f5.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,古着屋で見つけたおじニットが可愛すぎる🤦‍♀️     #海外ファッション #ストリートシック #streetchic  #cityboystyle #シティー,0,Pinterest,https://kr.pinterest.com/pin/99149629293104360/,https://i.pinimg.com/originals/d8/c1/76/d8c176ff6df2c61a98668ba8baeaab93.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"책가방, 캠페인, 여성복, 남자 패션, 로고 디자인, 남성패션, 스튜디오, 가을 겨울, 옷 스타일",0,Pinterest,https://kr.pinterest.com/pin/11047961580566826/,https://i.pinimg.com/originals/ff/bb/26/ffbb265a4d5ce2d59b96833ac7e2c986.png,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"옷 색 조합, 남자 스트릿 스타일, 남자 겨울, 남성 캐주얼 스타일, 남자 거리 패션, 남성 스타일, 스트릿 패션, 빈티지 패션, 남자 스타일",0,Pinterest,https://kr.pinterest.com/pin/937452478699842760/,https://i.pinimg.com/originals/33/c3/fe/33c3febc11676119545c451b032e659e.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"Больше подобного https://t.me/anime_style_boy 남자 의상 코디, 남성 패션, 남자 가을 코디, 남자 봄 패션",0,Pinterest,https://kr.pinterest.com/pin/281543726290822/,https://i.pinimg.com/originals/23/b4/48/23b4486a56aed423bc18fa017e59101e.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"남자 거리 패션, 거리 패션, 남자, 여름, 옷, 패션, Moda Masculina, 여름 복장, 세련된 의상",0,Pinterest,https://kr.pinterest.com/pin/9992430418834759/,https://i.pinimg.com/originals/ea/16/63/ea166398a1e8ae9d17441966889b3d81.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"남자 스타일 가이드, 남성 캐주얼 스타일, 일본 패션, 남자 거리 패션, 남성 모델, 남성 스타일, 남자 스타일, 남성 패션 스타일, 캐주얼 패",0,Pinterest,https://kr.pinterest.com/pin/2955555998876149/,https://i.pinimg.com/originals/36/ea/21/36ea211116103c6388c997c521a72589.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,a young man sitting on top of a wooden crate wearing white sneakers and a brown ,0,Pinterest,https://kr.pinterest.com/pin/5629568273450791/,https://i.pinimg.com/originals/61/5d/55/615d5501ecf3b0548a75e2c72d0a311d.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,a man standing in front of a white door,0,Pinterest,https://kr.pinterest.com/pin/8022105580923991/,https://i.pinimg.com/originals/76/c7/40/76c740b2d0b5dab55a71141333e4606f.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"겨울 남성 스타일, 옷 색 조합, 남자 스트릿 스타일, 의상 조합, 한국 패션 스타일, 남자 거리 패션, 남성 모델, 남성 스타일, 가을 겨울 ",0,Pinterest,https://kr.pinterest.com/pin/8796161769576271/,https://i.pinimg.com/originals/3e/54/0a/3e540a15f51697bddee228d55cbab456.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,#summeroutfit #summerishere #summer2024 #outfitoftheday #ootd #hotsummer #summer,0,Pinterest,https://kr.pinterest.com/pin/1266706139857282/,https://i.pinimg.com/originals/a7/a9/7b/a7a97b73d8ce6e965adcfb86606636bc.jpg,,boys fashion outfit,SNS,True,2026-03-31 16:05,,,,,,
Pinterest,E60023,kids fashion 2025,kids fashion 2025,Vintage fall Millard style! Warm tones and cozy vibes for the perfect autumn loo,0,Pinterest,https://kr.pinterest.com/pin/2533343538811201/,https://i.pinimg.com/originals/a6/d1/65/a6d165aaa86f28d3f65d9aa0c5c2b3d1.jpg,,kids fashion 2025,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,kids fashion 2025,kids fashion 2025,"엄마, 제품, 가을 겨울 복장, 여자 패션, 아동 패션",0,Pinterest,https://kr.pinterest.com/pin/67905906882094729/,https://i.pinimg.com/originals/58/61/47/5861473bade15862ffb0e7a18ac1b5e4.jpg,,kids fashion 2025,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,kids fashion 2025,kids fashion 2025,"A collection of kidswear focused trends for the SS26 season 패턴, 아동 패션, Illustrat",0,Pinterest,https://kr.pinterest.com/pin/112027111109302282/,https://i.pinimg.com/originals/d2/6f/5d/d26f5d183065f1685ce9f52d56ff048f.jpg,,kids fashion 2025,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,kids fashion 2025,kids fashion 2025,"아동복 브랜드, 의류 포장, 패션 광고, 패션 웹 디자인, 유아 패션, 키즈 패션, 아동 패션, 레이아웃 디자인, 아동복",0,Pinterest,https://kr.pinterest.com/pin/7951736837457219/,https://i.pinimg.com/originals/7e/e9/a5/7ee9a5c6cf859df9ab680a128b174aeb.jpg,,kids fashion 2025,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,kids fashion 2025,kids fashion 2025,"패션 디자인, 코바늘, 모델, 포즈, 옷, 패션 의상, 민트, Fashion Kids, 의류",0,Pinterest,https://kr.pinterest.com/pin/4574037117027736/,https://i.pinimg.com/originals/fe/95/aa/fe95aa83e6ecdfd910fc1ca2f0b0acc2.jpg,,kids fashion 2025,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,kids fashion 2025,kids fashion 2025,"Playtime Moda, 아동 패션, 색상 트렌드, 패션쇼, 유아 패션, Verano",0,Pinterest,https://kr.pinterest.com/pin/57491332740686303/,https://i.pinimg.com/originals/d8/5d/f3/d85df3987520c7119234d0901531ed0d.jpg,,kids fashion 2025,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,kids fashion 2025,kids fashion 2025,"Girl’s sweatshirts 2024 | MANGO Ireland Moda, 아동 패션, 여자 패션, 가운, 스웨터, 바느질, Denim ",0,Pinterest,https://kr.pinterest.com/pin/125045327150460285/,https://i.pinimg.com/originals/2b/53/56/2b5356f4728fadc119a9062a48855731.jpg,,kids fashion 2025,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,kids fashion 2025,kids fashion 2025,"바비옷 패턴, 아기 스웨터, 여자 아기 패션, 남자아이 옷, 아기 스타일, 아기 패션, 여자 아기 옷, 유아 패션, 어린이 패션",0,Pinterest,https://kr.pinterest.com/pin/140806228120275/,https://i.pinimg.com/originals/ab/17/0b/ab170bcbda29ec69f65a41ab258753c4.jpg,,kids fashion 2025,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,kids fashion 2025,kids fashion 2025,"間條Tee !! 大熱🔥🔥 2025SS 아동복, 패턴, 아동 패션, Manualidades",0,Pinterest,https://kr.pinterest.com/pin/22447698138652996/,https://i.pinimg.com/originals/a1/74/fd/a174fd86ec19338a48343a9c08f8cd55.jpg,,kids fashion 2025,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,kids fashion 2025,kids fashion 2025,"자수 원피스, 소녀 의상, 대한민국, 스트라이프, 크로셰, 스커트, 원피스, 겨울, Tricot",0,Pinterest,https://kr.pinterest.com/pin/9710955443542886/,https://i.pinimg.com/originals/e4/a1/b5/e4a1b5481a3d7ee9456087b0db3f78b6.jpg,,kids fashion 2025,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"아기 물건, 여자 아기 옷, 어린이 패션, 키즈 패션, 나이트 드레스, 애니메이션 의상, 여자 사진 포즈, 아동 패션, 아기용품",0,Pinterest,https://kr.pinterest.com/pin/3307399720597154/,https://i.pinimg.com/originals/85/f8/c3/85f8c39fa910f18ac19b81e11e8a9f6f.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"신생아 옷, 아기 스타일, 아기 패션, 여자 아기 옷, 유아 패션, 어린이 스타일, 키즈 패션, 아동 패션, 아기방",0,Pinterest,https://kr.pinterest.com/pin/1266706138701223/,https://i.pinimg.com/originals/ec/e0/01/ece001aa6a39440ec6dfefd1c34088e8.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"Introducing the Molly Garden Denim Overall Pants, a charming children's garment ",0,Pinterest,https://kr.pinterest.com/pin/79516749668034928/,https://i.pinimg.com/originals/a9/fe/98/a9fe98a3c9b7a85f8fb1cb561d354638.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"Hello! Baby 아기옷, 아동복, 파자마, 앞치마, 옷, 패션, 남자 아이 스타일, 남자 아기 패션, 남자 아기 스타일",0,Pinterest,https://kr.pinterest.com/pin/2462974793423522/,https://i.pinimg.com/originals/8e/cc/0d/8ecc0dcb878527e0ad236bc565229135.webp,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"아기 스타일, 어린이 패션, 키즈 패션, 플리츠 스커트, 아기옷, 아동복, 패션 의상, 조끼, 스웨터",0,Pinterest,https://kr.pinterest.com/pin/14144186323955106/,https://i.pinimg.com/originals/63/f7/41/63f741ac534ba872d4b755419c23737f.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"こちらもイベントにて販売です○ 아기 바지 패턴, 여자 아기 드레스, 아기 스타일, 아기 옷 패턴, 여자 아기 옷, 유아 패션, 어린이 패션, 어린",0,Pinterest,https://kr.pinterest.com/pin/281543714814538/,https://i.pinimg.com/originals/c2/f0/3f/c2f03fa24ab9d138affaa652def89ec3.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,Cristina Benjumea | Disfrutando de un puente tranquilo y de la prenavidad con el,0,Pinterest,https://kr.pinterest.com/pin/1477812375000411/,https://i.pinimg.com/originals/aa/41/7c/aa417c9efca83d0d160ce36cd6a150f7.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"아기 스타일, 아기 패션, 아기옷, 가을 패션, 가을, 패션, 아동 패션, Breien, 의류",0,Pinterest,https://kr.pinterest.com/pin/15270086239024960/,https://i.pinimg.com/originals/e7/d6/f8/e7d6f85498818e56ef29fd6be80bd911.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"Свитшот 90/100/110/120 Стоимость 1600  Джинсы 1800  Кроссовки 1800 아기 패션, Moda, ",0,Pinterest,https://kr.pinterest.com/pin/21814379442377865/,https://i.pinimg.com/originals/ac/f5/01/acf501a7bbc519cad70c52c145adc24f.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"여자 아기 옷, 어린이 패션, 아기 드레스, 여자 아기, 아동 패션, 신생아, 아기옷, 옷 패턴, 아동복",0,Pinterest,https://kr.pinterest.com/pin/492649951873181/,https://i.pinimg.com/originals/bc/33/64/bc3364e3905be883c33eba9d35262df4.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"Camera roll crumbs 🩵 아들, 사진 아이디어, 옷, 아이디어, 남자 아이 스타일, 남자 아기 스타일, 아동 패션, 남자 아기 패션",0,Pinterest,https://kr.pinterest.com/pin/2814818512874943/,https://i.pinimg.com/originals/94/95/57/949557ebb39e22c7352107632dc52abb.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"milk magazine 유아 패션, 소녀스러운, 유아복, 인형 옷 패턴, 아동 패션, 어머니, 아동용, 아기옷, 옷 패턴",0,Pinterest,https://kr.pinterest.com/pin/76701999875550731/,https://i.pinimg.com/originals/5e/59/b2/5e59b225c5ac55a1d9e1f67921237945.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,toddler fashion,toddler fashion,"아기 헤어스타일, 남자 아동 패션, 아기 스타일, 여자 아기 옷, 어린이 사진, 유아 패션, 어린이 패션, 어린이 스타일, 키즈 패션",0,Pinterest,https://kr.pinterest.com/pin/164029611422096155/,https://i.pinimg.com/originals/9e/2e/ff/9e2effec04df45fd30e43099c4f641cd.jpg,,toddler fashion,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"유럽 패션, 뉴욕 패션, 데님 자켓, 가을 코디, 옷차림, 배경화면 사진, 일상 의상, 스트리트 스타일, 겨울 패션",0,Pinterest,https://kr.pinterest.com/pin/13370130139592070/,https://i.pinimg.com/originals/d5/a2/d8/d5a2d8a56de748a3cba344d705176c41.png,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"하라주쿠 패션, 빈티지 패션 스타일, 여성 겨울 패션, 겨울 패션 의상, 겨울 스타일, 가을 코디, 캐주얼 의상, 세련된 의상, 일상 의상",0,Pinterest,https://kr.pinterest.com/pin/12736811442733275/,https://i.pinimg.com/originals/19/f5/75/19f5755d2cc69d5fce982d30cd944913.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"귀여운 옷, 패션 드로잉, 드레스 디자인, 옷차림, 멋진 의상, 의상 아이디어, 한국 패션, 한국 스타일, 여성복",0,Pinterest,https://kr.pinterest.com/pin/67131850691030984/,https://i.pinimg.com/originals/6e/86/b1/6e86b186eb0fd59c7f9132b685ce2c99.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"하이웨스트, 흑청바지 코디, 블랙 코디, 느좋녀 코디, 한국 의상, 캐주얼 의상, 일상 의상, 여자 패션, 일상",0,Pinterest,https://kr.pinterest.com/pin/6051780746043787/,https://i.pinimg.com/originals/34/54/76/3454766b49f39d4e6c4a112ade733ca8.png,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"개강 패션, 블루 셔츠, 캐주얼 여름 패션, 프렌치 시크 패션, 편안한 의상, 스타일 아이디어, 일상 패션, 여름 스타일, 캐주얼 의상",0,Pinterest,https://kr.pinterest.com/pin/14918242511539688/,https://i.pinimg.com/originals/71/fe/73/71fe734fd43d81f46262ec5642183455.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"Cute Summer Outfit #summer #outfits #ideas 여름 거리 스타일, 시크한 스타일, 프렌치 시크 패션, 90년대 패",0,Pinterest,https://kr.pinterest.com/pin/1759287349140111/,https://i.pinimg.com/originals/4d/1d/dd/4d1ddd234d22823e8d9262fbe0dbb64b.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"전신 크로키 자료, 전신 크로키, 의상, 귀여운 의류",0,Pinterest,https://kr.pinterest.com/pin/80994493294670407/,https://i.pinimg.com/originals/ec/eb/b1/ecebb1d14c9639e4c572b1c5dbc72c62.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,girls fashion outfit,girls fashion outfit,"옷 스타일, 의류, 옷, 나이키, 트렌디한 스타일, 귀여운 의류, 세련된 의상, Chic Outfits, 캐주얼 스타일",0,Pinterest,https://kr.pinterest.com/pin/8162843070917396/,https://i.pinimg.com/originals/ec/90/94/ec9094a1f464f8ec6a8bdaaf7356c2bf.jpg,,girls fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"시골 옷, 남자 봄 패션, 빈티지 패션 스타일, 의상 조합, 남자 거리 패션, 남성 스타일, 캐릭터 복장, 멋진 의상, 캐주얼 의상",0,Pinterest,https://kr.pinterest.com/pin/2955556001320003/,https://i.pinimg.com/originals/d4/56/34/d45634c42d27e0b6de51e3da0331cc72.jpg,,boys fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"브라운 레더자켓 코디, 남자 비니, 아메카지 남자 스타일, 외국패션, 시티보이룩, 무스탕코디, 남자 겨울코디, 데님셔츠 코디, 남자 캐주얼",0,Pinterest,https://kr.pinterest.com/pin/7810999349473190/,https://i.pinimg.com/originals/44/04/f7/4404f7c09784865dc7d321ab53d564cd.jpg,,boys fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"오버롤, 귀여운 패션, 인물 일러스트레이션, 남자 옷, 남성패션, 옷, 패션, 캐주얼, 멋진 의상",0,Pinterest,https://kr.pinterest.com/pin/12033123997186860/,https://i.pinimg.com/originals/eb/b6/f6/ebb6f68b945c880a390d8ac309ee4d57.png,,boys fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"남자 미니멀룩, 남자 데이트룩, 스트릿패션 남자, 남자 봄 코디, 남자 옷 코디, 남자 가을 코디, 남자 여름코디, 남자 겨울 코디, 남자코디",0,Pinterest,https://kr.pinterest.com/pin/15410823720500526/,https://i.pinimg.com/originals/c1/7c/06/c17c0633b4ceca634d1c2c77d30ca188.jpg,,boys fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"패션 악세사리, 남자 스타일, 일상 의상, 잠옷, 남자 패션, 의상 영감, 실루엣, 가을 패션, 남자 옷",0,Pinterest,https://kr.pinterest.com/pin/140806234612162/,https://i.pinimg.com/originals/22/1c/70/221c702393b21ebee9c276ff6c631e7f.jpg,,boys fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"남자 여름 스타일, 일본 거리 패션, 남성 패션 스타일, 여름 옷, 수트, 머리 스타일, 거리 패션, 남자 패션, 의상 영감",0,Pinterest,https://kr.pinterest.com/pin/45458277484532064/,https://i.pinimg.com/originals/2b/41/b1/2b41b10cc50d0bad26ed713de9e01e1a.jpg,,boys fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"모던 빈티지 패션, 남자 봄 패션, 남자 여름 스타일, 빈티지 남성, 남성 여름 패션, 남성 캐주얼 스타일, 남자 거리 패션, 남성 스타일, 봄",0,Pinterest,https://kr.pinterest.com/pin/3870349675144153/,https://i.pinimg.com/originals/a2/49/1b/a2491b6ed534f2f71f0b6e00e14fc720.jpg,,boys fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
Pinterest,E60023,boys fashion outfit,boys fashion outfit,"#fall 겨울 남성 스타일, 유럽 패션, 남자 겨울, 빈티지 패션 스타일, 클래식 패션, 남성용 의류 스타일, 패션 잡지, 남자 거리 패션, ",0,Pinterest,https://kr.pinterest.com/pin/356699233009111130/,https://i.pinimg.com/originals/78/93/6c/78936cba8b9396258b8ed801a523005b.jpg,,boys fashion outfit,SNS,True,2026-03-31 13:50,,,,,,
